,Unnamed: 0,photo_url,link,name,central_distance,sustainability,rating,comfort_rating,review_count,room_description,room_specifics,price,original_price,neighborhood_city,start_date,end_date,map_lat,map_lng,name.1,description
262,262,https://cf.bstatic.com/xdata/images/hotel/square600/497912862.webp?k=b1bd952d499b3d84683ca419cf1c212d03698522695f23afccc4ea9fe36e680f&o=,https://www.booking.com/hotel/us/beverly-hills-stylish-amp-central-1-br-apt-parking.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=263&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211521&all_sr_blocks=1089055901_381823524_2_0_0&highlighted_blocks=1089055901_381823524_2_0_0&matching_block_id=1089055901_381823524_2_0_0&sr_pri_blocks=1089055901_381823524_2_0_0__168562&from=searchresults#hotelTmpl,Beverly Hills Stylish & Central 1 BR Apt + Parking,13.3,,8.7,8.3,3 reviews,One-Bedroom Apartment,"2 beds (1 king, 1 sofa bed)",1546,1688.0,"Beverly Hills, Los Angeles",2024/04/14,2024/04/21,34.0750133,-118.3850949,Beverly Hills Stylish & Central 1 BR Apt + Parking,"Beverly Hills Stylish & Central 1 BR Apt + Parking is located in Los Angeles, just 1.9 miles from Los Angeles County Museum Of Art (LACMA) and 1.9 miles from Petersen Automotive Museum. Both free Wifi and parking on-site are available at the condo hotel free of charge. Dolby Theater is 4.8 miles from the condo hotel and Capitol Records Building is 5.3 miles away.
This condo hotel includes 1 bedroom, a living room and a flat-screen TV, an equipped kitchen with a dining area, and 1 bathroom with a bath and a washing machine. Towels and bed linen are featured in the condo hotel. The accommodation is non-smoking.
Hollywood Bowl is 5.5 miles from Beverly Hills Stylish & Central 1 BR Apt + Parking, while Universal Studios Hollywood is 7.2 miles away. The nearest airport is Los Angeles International Airport, 11 miles from the accommodation.
Distance in property description is calculated using © OpenStreetMap
Show me more"
263,263,https://cf.bstatic.com/xdata/images/hotel/square600/509191099.webp?k=d84b242ad63791b502fdc1e051bc3f27d3bd01f652acea90e5abef2d2126ee2d&o=,https://www.booking.com/hotel/us/the-pierside-santa-monica.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=264&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211521&all_sr_blocks=18258616_94328113_2_0_0&highlighted_blocks=18258616_94328113_2_0_0&matching_block_id=18258616_94328113_2_0_0&sr_pri_blocks=18258616_94328113_2_0_0__367017&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,The Pierside Santa Monica,23.5,1.0,8.0,8.8,605 reviews,Standard King Room,1 king bed,3367,3819.0,"Santa Monica, Los Angeles",2024/04/14,2024/04/21,34.01199209,-118.49388823,The Pierside Santa Monica,"Located across from Santa Monica Beach and the famous Santa Monica Pier, this hotel features a heated salt water pool, a lobby restaurant, and guest rooms with free Wi-Fi.
Beach towels and bathrobes are provided in each guest room at The Pierside Santa Monica. A flat-screen cable TV, an in-room coffee machine, and a work desk are included. Select rooms have a view of the Pacific Ocean.
Guests at the The Pierside Santa Monica can work out in the gym. The hotel has a tour desk that offers tickets to area attractions. There is also a 24-hour front desk at the property.
Beverly Hills is 15 minutes' drive away. Los Angeles International Airport is 20 minutes' drive away."
264,264,https://cf.bstatic.com/xdata/images/hotel/square600/350575191.webp?k=a3bea14b26319ea48e29df244a779db079d2d6616c564210dd86dee895d729db&o=,https://www.booking.com/hotel/us/la-mirage-inn-hollywood-los-angeles.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=265&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211521&all_sr_blocks=811435901_343378712_2_0_0&highlighted_blocks=811435901_343378712_2_0_0&matching_block_id=811435901_343378712_2_0_0&sr_pri_blocks=811435901_343378712_2_0_0__143498&from=searchresults#hotelTmpl,La Mirage Inn - Hollywood,9.3,,7.8,8.0,713 reviews,Deluxe King Room,1 king bed,1316,1386.0,"Hollywood, Los Angeles",2024/04/14,2024/04/21,34.105042,-118.321172,La Mirage Inn - Hollywood,"Located in Los Angeles, a 10-minute walk from Capitol Records Building, La Mirage Inn - Hollywood provides air-conditioned rooms and a garden. The property is around 1.2 miles from Dolby Theater, 1.4 miles from Hollywood Bowl and 2 miles from Hollywood Sign. Free WiFi is available and private parking can be arranged at an extra charge.
At the hotel, all rooms are equipped with a desk, a flat-screen TV, a private bathroom, bed linen and towels. All guest rooms feature a closet.
La Mirage Inn - Hollywood can conveniently provide information at the reception to help guests to get around the area.
Universal Studios Hollywood is 3 miles from the accommodation, while Griffith Observatory is 3.8 miles away. The nearest airport is Hollywood Burbank Airport, 7.5 miles from La Mirage Inn - Hollywood."
265,265,https://cf.bstatic.com/xdata/images/hotel/square600/441456174.webp?k=5ec5d8628e2644aaad0ce176f98acaf096d2c3aa8816c74688ba36050602e33a&o=,https://www.booking.com/hotel/us/sonder-the-beacon.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=266&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211521&all_sr_blocks=944228607_366575033_4_0_0&highlighted_blocks=944228607_366575033_4_0_0&matching_block_id=944228607_366575033_4_0_0&sr_pri_blocks=944228607_366575033_4_0_0__293116&from=searchresults#hotelTmpl,Sonder The Beacon,23.9,,7.5,8.2,224 reviews,Deluxe King Suite,"2 beds (1 king, 1 sofa bed)",2689,,"Santa Monica, Los Angeles",2024/04/14,2024/04/21,34.0154085,-118.499078,Sonder The Beacon,"Sonder The Beacon features air-conditioned rooms with flat-screen TV in the Santa Monica district of Los Angeles. The property is around 1.5 miles from Will Rogers State Beach, 1.8 miles from Venice Beach and a 13-minute walk from Pacific Park. Free WiFi is available and private parking can be arranged at an extra charge.
At the hotel, rooms include a closet. Rooms come with a coffee machine and a private bathroom with a bath and free toiletries, while some rooms include a kitchen equipped with a fridge. At Sonder The Beacon each room comes with bed linen and towels.
Popular points of interest near the accommodation include Santa Monica Beach, Third Street Promenade and Santa Monica Pier. The nearest airport is Los Angeles International Airport, 7.5 miles from Sonder The Beacon."
266,266,https://cf.bstatic.com/xdata/images/hotel/square600/506106577.webp?k=f30b9b6b9c9ddce683561b0eed35914dac69047ccdd206fd27129a4b045d6b25&o=,https://www.booking.com/hotel/us/2br-self-check-in-los-angeles.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=267&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211521&all_sr_blocks=1071952901_379724438_5_0_0&highlighted_blocks=1071952901_379724438_5_0_0&matching_block_id=1071952901_379724438_5_0_0&sr_pri_blocks=1071952901_379724438_5_0_0__180637&from=searchresults#hotelTmpl,2BR Self Check In,1.8,,10.0,10.0,2 reviews,Apartment,Managed by a private host 2 full beds,1657,1811.0,"Downtown LA, Los Angeles",2024/04/14,2024/04/21,34.05146,-118.2632546,2BR Self Check In,"2BR Self Check In offers accommodations in Los Angeles, a 17-minute walk from Microsoft Theater and 2.5 miles from LA Union Station. This property offers access to a balcony, free private parking, and free Wifi. The property is 0.9 miles from the city center and a 17-minute walk from Staples Center.
The condo hotel features 2 bedrooms, a fully equipped kitchen with a microwave and a fridge, a washing machine, and 2 bathrooms with a hair dryer. Towels and bed linen are offered in the condo hotel.
California Science Center is 3.1 miles from 2BR Self Check In, while Natural History Museum of Los Angeles County is 3.3 miles from the property.
Distance in property description is calculated using © OpenStreetMap
Show me more"
267,267,https://cf.bstatic.com/xdata/images/hotel/square600/488613561.webp?k=892708e92055d744576ab0ff9218a3f2949296d370fa588bb44341abde89ac1f&o=,https://www.booking.com/hotel/us/tdproperties.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=268&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211521&all_sr_blocks=1045960301_376914015_2_0_0&highlighted_blocks=1045960301_376914015_2_0_0&matching_block_id=1045960301_376914015_2_0_0&sr_pri_blocks=1045960301_376914015_2_0_0__186859&from=searchresults#hotelTmpl,Downtown Los Angeles Skyline balcony view Modern Penthouse,2.6,,9.1,9.5,10 reviews,Studio with Balcony,"2 beds (1 king, 1 sofa bed)",1714,1871.0,"Downtown LA, Los Angeles",2024/04/14,2024/04/21,34.0678519,-118.2634927,Downtown Los Angeles Skyline balcony view Modern Penthouse,"2.5 miles from Microsoft Theater in Los Angeles, Downtown Los Angeles Skyline balcony view Modern Penthouse provides accommodations with access to a fitness room. This property offers access to a terrace and free private parking. The property is 2.3 miles from LA Union Station and within 1.8 miles of the city center.
With free Wifi, this condo hotel offers a cable flat-screen TV, a washing machine, and a fully equipped kitchen with a dishwasher and oven. Guests can take in the views of the mountain from the balcony, which also has outdoor furniture. The accommodation offers an air conditioning, a heating, and a private bathroom.
The condo hotel also features outdoor fireplace and a picnic area for a day outdoors.
Staples Center is 2.5 miles from the condo hotel, while Dodger Stadium is 2.8 miles from the property. The nearest airport is Hollywood Burbank Airport, 12 miles from Downtown Los Angeles Skyline balcony view Modern Penthouse.
Distance in property description is calculated using © OpenStreetMap
Show me more"
268,268,https://cf.bstatic.com/xdata/images/hotel/square600/491315988.webp?k=5441539b7dbe8e7540cf9a8c7814521f5991aa03649dea5df7add16d2c61081e&o=,https://www.booking.com/hotel/us/beverly-hills-gem-1-br-apt-parking-for-2-cars.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=269&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211521&all_sr_blocks=1074661001_380018802_3_0_0&highlighted_blocks=1074661001_380018802_3_0_0&matching_block_id=1074661001_380018802_3_0_0&sr_pri_blocks=1074661001_380018802_3_0_0__184263&from=searchresults#hotelTmpl,Beverly Hills Gem 1 BR Apt with Parking,13.0,,,,,One-Bedroom Apartment,"2 beds (1 king, 1 sofa bed)",1690,1842.0,"Beverly Hills, Los Angeles",2024/04/14,2024/04/21,34.070284,-118.3828648,Beverly Hills Gem 1 BR Apt with Parking,"Beverly Hills Gem 1 BR Apt with Parking offers accommodations in Los Angeles, 1.6 miles from Petersen Automotive Museum and 1.9 miles from Los Angeles County Museum Of Art (LACMA). The property is around 5 miles from Dolby Theater, 5.4 miles from Capitol Records Building, and 5.6 miles from Hollywood Bowl. The condo hotel provides free Wifi and free private parking.
The air-conditioned condo hotel consists of 1 bedroom, a living room, a fully equipped kitchen with a microwave, and 1 bathroom with a bath and a hair dryer. Towels and bed linen are provided in the condo hotel. The accommodation is non-smoking.
Universal Studios Hollywood is 7.4 miles from the condo hotel, while Hollywood Sign is 7.9 miles away. The nearest airport is Los Angeles International Airport, 11 miles from Beverly Hills Gem 1 BR Apt with Parking.
Distance in property description is calculated using © OpenStreetMap
Show me more"
269,269,https://cf.bstatic.com/xdata/images/hotel/square600/513709247.webp?k=3b9a927400828f097a8f8c45c4629ff2c59ffa119847f20bc1a16c2dc322d697&o=,https://www.booking.com/hotel/us/luxury-space-in-the-marina.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=270&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211521&all_sr_blocks=1108448001_383604527_2_2_0&highlighted_blocks=1108448001_383604527_2_2_0&matching_block_id=1108448001_383604527_2_2_0&sr_pri_blocks=1108448001_383604527_2_2_0__206776&from=searchresults#hotelTmpl,Luxury Space in the Marina,20.8,,10.0,10.0,1 review,Apartment,1 queen bed,1897,2316.0,"Marina Del Rey, Los Angeles",2024/04/14,2024/04/21,33.97882184,-118.45134064,Luxury Space in the Marina,"Located in Los Angeles, a 17-minute walk from Marina Del Rey Beach, Luxury Space in the Marina provides accommodations with an outdoor swimming pool, free private parking, a garden and a terrace. 1.2 miles from Venice Beach and 1.7 miles from Venice Beach Boardwalk, the property has a restaurant and a bar. The rooms come with a patio.
Guest rooms features air conditioning, a fridge, a dishwasher, an electric tea pot, a shower, free toiletries and a desk. With a private bathroom equipped with a bath and a hairdryer, rooms at the hotel also provide guests with free WiFi, while selected rooms have a balcony. At Luxury Space in the Marina every room is equipped with bed linen and towels.
Staff speak Greek, English, Portuguese and Ukrainian at the 24-hour front desk.
Santa Monica Pier is 4 miles from the accommodation, while Pacific Park is 4 miles away. The nearest airport is Los Angeles International Airport, 5 miles from Luxury Space in the Marina.
Distance in property description is calculated using © OpenStreetMap
Show me more"
270,270,https://cf.bstatic.com/xdata/images/hotel/square600/144214657.webp?k=ce8ffc0f5d670b9a75462b797db364ae9aa7ccadadbfe6ddd67ab283bb3755f5&o=,https://www.booking.com/hotel/us/sky.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=271&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211521&all_sr_blocks=5668601_0_2_0_0&highlighted_blocks=5668601_0_2_0_0&matching_block_id=5668601_0_2_0_0&sr_pri_blocks=5668601_0_2_0_0__145803&from=searchresults#hotelTmpl,L.A. Sky Boutique Hotel,17.2,,7.3,,57 reviews,Queen Room,1 queen bed,1337,,"Westwood, Los Angeles",2024/04/14,2024/04/21,34.04124728,-118.42926443,L.A. Sky Boutique Hotel,"This luxurious hotel is located on the Westside of Los Angeles and offers guests modern style and tranquility in the middle of the excitement of Los Angeles and Hollywood.
Guests can take advantage of the helpful, multilingual, 24-hour desk staff for information on local attractions.
Westside Pavilion, a large shopping center boasting 150 stores is within walking distance of Sky. Fine dining restaurants, nightlife and Westwood Village are just minutes away."
271,271,https://cf.bstatic.com/xdata/images/hotel/square600/374114270.webp?k=beae2ad6ee7b82d0130cb67aa3c392157426e9a43d69394321149a67231a9af2&o=,https://www.booking.com/hotel/us/a07-la-spacious-double-bed-suite.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=272&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211521&all_sr_blocks=878279301_366319566_2_0_0&highlighted_blocks=878279301_366319566_2_0_0&matching_block_id=878279301_366319566_2_0_0&sr_pri_blocks=878279301_366319566_2_0_0__107768&from=searchresults#hotelTmpl,(A07) LA Spacious Double Bed Suite,12.9,,,,,Deluxe Double or Twin Room,2 twin beds,989,,Los Angeles,2024/04/14,2024/04/21,34.059655,-118.38269,(A07) LA Spacious Double Bed Suite,"Located in Los Angeles, 1.5 miles from Petersen Automotive Museum, (A07) LA Spacious Double Bed Suite provides air-conditioned rooms and a terrace. The property is around 1.7 miles from Los Angeles County Museum Of Art (LACMA), 5.8 miles from Dolby Theater and 6.3 miles from Capitol Records Building. Universal Studios Hollywood is 8.2 miles from the hotel and Getty Center is 8.3 miles away.
Hollywood Bowl is 6.5 miles from the hotel, while Natural History Museum of Los Angeles County is 7.4 miles away. The nearest airport is Los Angeles International Airport, 9.3 miles from (A07) LA Spacious Double Bed Suite.
Distance in property description is calculated using © OpenStreetMap"
272,272,https://cf.bstatic.com/xdata/images/hotel/square600/332141090.webp?k=4ec2cfed211c4eceab0883e925fe14eb91f8bfc7ca1a46077e2b8423cf48fdb3&o=,https://www.booking.com/hotel/us/suitesrus-apart-at-chinatown.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=273&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211521&all_sr_blocks=767443202_342481651_0_0_0&highlighted_blocks=767443202_342481651_0_0_0&matching_block_id=767443202_342481651_0_0_0&sr_pri_blocks=767443202_342481651_0_0_0__281582&from=searchresults#hotelTmpl,Apart Hotel at Chinatown,0.7,,9.0,9.3,7 reviews,One-Bedroom Apartment,"2 beds (1 king, 1 sofa bed)",2583,2823.0,"Downtown LA, Los Angeles",2024/04/14,2024/04/21,34.057659,-118.240435,Apart Hotel at Chinatown,"A 7-minute walk from LA Union Station in the center of Los Angeles, Apart Hotel at Chinatown offers accommodations with access to a garden. The property is around 2.2 miles from Microsoft Theater, 2.2 miles from Staples Center, and 2.9 miles from Dodger Stadium. There's a year-round outdoor pool and guests can access free Wifi and free private parking.
At the condo hotel, the units are equipped with air conditioning, a seating area, a flat-screen TV with satellite channels, a kitchen, a dining area, and a private bathroom with a hair dryer, a hot tub, and free toiletries. A dishwasher, an oven, and microwave are also featured, as well as a kettle. At the condo hotel, all units are fitted with bed linen and towels.
LA Memorial Coliseum is 4.6 miles from the condo hotel, while California Science Center is 4.9 miles away.
Distance in property description is calculated using © OpenStreetMap
Show me more"
273,273,https://cf.bstatic.com/xdata/images/hotel/square600/374111510.webp?k=b64b6968462ebf46507d8bfe88ecf4a42ced93f6cc219f9f12507b051cfa40ce&o=,https://www.booking.com/hotel/us/a05-beverly-hills-style-unit.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=274&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211521&all_sr_blocks=878272401_356878680_2_0_0&highlighted_blocks=878272401_356878680_2_0_0&matching_block_id=878272401_356878680_2_0_0&sr_pri_blocks=878272401_356878680_2_0_0__107768&from=searchresults#hotelTmpl,(A05) Beverly Hills Hotel Style Unit,12.9,,,,,Deluxe Queen Studio,1 queen bed,989,,Los Angeles,2024/04/14,2024/04/21,34.059655,-118.38269,(A05) Beverly Hills Hotel Style Unit,"Located in Los Angeles, 1.5 miles from Petersen Automotive Museum, (A05) Beverly Hills Hotel Style Unit has air-conditioned accommodations and a terrace. The property is around 1.7 miles from Los Angeles County Museum Of Art (LACMA), 5.8 miles from Dolby Theater and 6.3 miles from Capitol Records Building. Hollywood Bowl is 6.5 miles from the hotel and Natural History Museum of Los Angeles County is 7.4 miles away.
Universal Studios Hollywood is 8.2 miles from the hotel, while Getty Center is 8.3 miles from the property. The nearest airport is Los Angeles International Airport, 9.3 miles from (A05) Beverly Hills Hotel Style Unit.
Distance in property description is calculated using © OpenStreetMap"
274,274,https://cf.bstatic.com/xdata/images/hotel/square600/490608148.webp?k=bf6951a2ab55c9e25e77f1722030806ebe7c32053287c340c543a8dc1ea110bd&o=,https://www.booking.com/hotel/us/beverly-hills-penthouse-2-br-apt-parking.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=275&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211521&all_sr_blocks=1073236201_379869100_5_0_0&highlighted_blocks=1073236201_379869100_5_0_0&matching_block_id=1073236201_379869100_5_0_0&sr_pri_blocks=1073236201_379869100_5_0_0__261257&from=searchresults#hotelTmpl,Beverly Hills Penthouse 2 BR Apt + Parking,13.0,,,,,Two-Bedroom Apartment,"3 beds (1 full, 1 sofa bed, 1 queen)",2397,2613.0,"Beverly Hills, Los Angeles",2024/04/14,2024/04/21,34.0702145,-118.383038,Beverly Hills Penthouse 2 BR Apt + Parking,"Beverly Hills Penthouse 2 BR Apt + Parking is located in Los Angeles, just 1.7 miles from Petersen Automotive Museum and 1.9 miles from Los Angeles County Museum Of Art (LACMA). This property offers access to a balcony, free private parking, and free Wifi. The accommodation provides a 24-hour front desk.
Providing a terrace and city views, the spacious condo hotel includes 2 bedrooms, a living room, flat-screen TV, an equipped kitchen, and 2 bathrooms with a bath and a shower. Towels and bed linen are provided in the condo hotel. The accommodation is non-smoking.
Dolby Theater is 5.1 miles from the condo hotel, while Capitol Records Building is 5.5 miles away. The nearest airport is Los Angeles International Airport, 11 miles from Beverly Hills Penthouse 2 BR Apt + Parking.
Distance in property description is calculated using © OpenStreetMap
Show me more"
275,275,https://cf.bstatic.com/xdata/images/hotel/square600/374120137.webp?k=84ccffa98fd9865d696cb740f5867be1d895e3feddf034f9a63566b7366bb8a3&o=,https://www.booking.com/hotel/us/b26-la-47-beverly-hills-style-unit.html?label=gen173nr-1FCAEoggI46AdIM1gEaEaIAQGYATG4ARfIAQ_YAQHoAQH4AQKIAgGoAgO4AsHwyq0GwAIB0gIkNzA4ZWZiM2QtYjdhNC00M2ZhLWEwOGUtNzRhMjIwNGI4MDQ02AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2024-04-14&checkout=2024-04-21&dest_id=20014181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=276&sr_order=popularity&nflt=ht_id%3D204&srpvid=a1aa89f1488800ce&srepoch=1706211527&all_sr_blocks=878291001_366319560_2_0_0&highlighted_blocks=878291001_366319560_2_0_0&matching_block_id=878291001_366319560_2_0_0&sr_pri_blocks=878291001_366319560_2_0_0__107768&from=searchresults#hotelTmpl,(B26) LA/Beverly Hills Hotel Style Unit,12.9,,7.5,10.0,2 reviews,Deluxe Queen Studio,1 queen bed,989,,Los Angeles,2024/04/14,2024/04/21,34.059655,-118.38269,(B26) LA/Beverly Hills Hotel Style Unit,"Featuring a terrace, (B26) LA/Beverly Hills Hotel Style Unit is located in Los Angeles in the California region, 1.5 miles from Petersen Automotive Museum and 1.7 miles from Los Angeles County Museum Of Art (LACMA). The property is around 5.8 miles from Dolby Theater, 6.3 miles from Capitol Records Building and 6.5 miles from Hollywood Bowl. Natural History Museum of Los Angeles County is 7.4 miles away and Universal Studios Hollywood is 8.2 miles from the hotel.
Getty Center is 8.3 miles from the hotel, while Hollywood Sign is 8.8 miles from the property. The nearest airport is Los Angeles International Airport, 9.3 miles from (B26) LA/Beverly Hills Hotel Style Unit.
Distance in property description is calculated using © OpenStreetMap
Show me more"
